source_row,recipe,role,action,legacy_path,canonical_legacy_path,mapping_status,reference_label,dss_reference,dataset_name,snapshot_name,dss_subpath,upload_root
1344,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0029_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0029_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0029_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0029_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0029_transformed
1345,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0030_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0030_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0030_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0030_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0030_transformed
1346,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0031_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0031_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0031_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0031_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0031_transformed
1347,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0032_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0032_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0032_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0032_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0032_transformed
1348,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0033_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0033_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0033_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0033_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0033_transformed
1349,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0034_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0034_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0034_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0034_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0034_transformed
1350,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0035_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0035_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0035_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0035_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0035_transformed
1351,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0036_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0036_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0036_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0036_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0036_transformed
1352,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0037_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0037_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0037_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0037_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0037_transformed
1353,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0038_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0038_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0038_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0038_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0038_transformed
1354,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0039_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0039_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0039_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0039_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0039_transformed
1355,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0040_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0040_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0040_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0040_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0040_transformed
1356,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0041_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0041_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0041_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0041_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0041_transformed
1357,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0042_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0042_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0042_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0042_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0042_transformed
1358,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0043_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0043_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0043_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0043_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0043_transformed
1359,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0044_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0044_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0044_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0044_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0044_transformed
1360,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0045_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0045_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0045_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0045_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0045_transformed
1361,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0046_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0046_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0046_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0046_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0046_transformed
1362,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0047_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0047_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0047_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0047_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0047_transformed
1363,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0048_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0048_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0048_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0048_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0048_transformed
1364,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0049_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0049_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0049_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0049_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0049_transformed
1365,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0050_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0050_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0050_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0050_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0050_transformed
1366,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0051_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0051_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0051_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0051_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0051_transformed
1367,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0052_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0052_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0052_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0052_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0052_transformed
1368,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0053_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0053_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0053_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0053_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0053_transformed
1369,omni_262k,primary,upload_new,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0054_transformed,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0054_transformed,mapped,,dss://nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0054_transformed@v0,nano_omni_262k_nickel-capybara_noncommercial.shuf_part_0054_transformed,v0,,/lustre/fs1/portfolios/llmservice/projects/llmservice_fm_vision/users/matthieul/eagle_recipe_online_packing/final_recipe/playground/text_reasoning_nanov3/nickel-capybara-pre-materialized-processed/splits_with_token_counts_processed/tokens_16k_49k/nickel-capybara_noncommercial.shuf_part_0054_transformed
